qseqid,taxon,taxonomic_level,species,genus,family,order,class,phylum,kingdom,seq_percID,id_rank,top_perc,diff
ASV_0970,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_0970,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_0978,Bathymaster,genus,Bathymaster leurolepis,Bathymaster,Bathymasteridae,Perciformes,Actinopteri,Chordata,Eukaryota,98.81,1,98.81,0
ASV_0978,Bathymaster,genus,Bathymaster signatus,Bathymaster,Bathymasteridae,Perciformes,Actinopteri,Chordata,Eukaryota,98.81,1,98.81,0
ASV_0981,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0981,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_0981,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_1002,Anoplarchus,genus,Anoplarchus insignis,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_1002,Anoplarchus,genus,Anoplarchus purpurescens,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_1005,Xiphister,genus,Xiphister atropurpureus,Xiphister,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_1005,Xiphister,genus,Xiphister mucosus,Xiphister,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.408,1,99.408,0
ASV_1011,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_1011,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_1011,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_1027,Bathymaster,genus,Bathymaster leurolepis,Bathymaster,Bathymasteridae,Perciformes,Actinopteri,Chordata,Eukaryota,98.214,1,98.214,0
ASV_1027,Bathymaster,genus,Bathymaster signatus,Bathymaster,Bathymasteridae,Perciformes,Actinopteri,Chordata,Eukaryota,98.214,1,98.214,0
ASV_1029,Lycodes,genus,Lycodes pallidus,Lycodes,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.81,1,98.81,0
ASV_1029,Lycodes,genus,Lycodes raridens,Lycodes,Zoarcidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.81,1,98.81,0
ASV_1032,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.235,1,98.235,0
ASV_1032,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.235,1,98.235,0
ASV_1032,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.235,1,98.235,0
ASV_1047,Anoplarchus,genus,Anoplarchus insignis,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.817,1,98.817,0
ASV_1047,Anoplarchus,genus,Anoplarchus purpurescens,Anoplarchus,Stichaeidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.817,1,98.817,0
ASV_1217,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_1217,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_1217,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_1236,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_1236,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_1236,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_1331,Liparis 2,genus,Liparis fabricii,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,1,100,0
ASV_1331,Liparis 2,genus,Liparis tunicatus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,1,100,0
ASV_1413,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_1413,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_1413,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_1415,Liparis 1,genus,Liparis bathyarcticus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,1,100,0
ASV_1415,Liparis 1,genus,Liparis gibbus,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,1,100,0
ASV_1415,Liparis 1,genus,Liparis ochotensis,Liparis,Liparidae,Perciformes,Actinopteri,Chordata,Eukaryota,100,1,100,0
ASV_1436,Salvelinus,genus,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,100,1,100,0
ASV_1436,Salvelinus,genus,Salvelinus malma,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,100,1,100,0
ASV_1463,Hexagrammos,genus,Hexagrammos lagocephalus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_1463,Hexagrammos,genus,Hexagrammos octogrammus,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_1463,Hexagrammos,genus,Hexagrammos stelleri,Hexagrammos,Hexagrammidae,Perciformes,Actinopteri,Chordata,Eukaryota,98.824,1,98.824,0
ASV_1499,Salvelinus,genus,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,98.235,1,98.235,0
ASV_1499,Salvelinus,genus,Salvelinus malma,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,98.235,1,98.235,0
ASV_1534,Salvelinus,genus,Salvelinus alpinus,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
ASV_1534,Salvelinus,genus,Salvelinus malma,Salvelinus,Salmonidae,Salmoniformes,Actinopteri,Chordata,Eukaryota,99.412,1,99.412,0
